uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-005999,Monitoração de Terraplenos e Estruturas de Contenção,Target_5999,improving
INV-006000,Monitoração de OAE,Target_6000,improving
INV-006001,Monitoração de Drenagem Profunda,Target_6001,critical
INV-006002,Monitoração de Terraplenos e Estruturas de Contenção,Target_6002,degrading
INV-006003,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6003,degrading
INV-006004,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6004,stable
INV-006005,Monitoração de OAE,Target_6005,improving
INV-006006,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6006,critical
INV-006007,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6007,improving
INV-006008,Monitoração de Drenagem Profunda,Target_6008,stable
INV-006009,Monitoração de Sinalização Horizontal - Zebrados,Target_6009,critical
INV-006010,Monitoração de OAE,Target_6010,stable
INV-006011,Monitoração de Sinalização Horizontal - Zebrados,Target_6011,stable
INV-006012,Monitoração de Sinalização Vertical,Target_6012,critical
INV-006013,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6013,critical
INV-006014,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6014,critical
INV-006015,Monitoração de Terraplenos e Estruturas de Contenção,Target_6015,stable
INV-006016,Monitoração de OAE,Target_6016,improving
INV-006017,Monitoração de Drenagem Profunda,Target_6017,improving
INV-006018,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6018,improving
INV-006019,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6019,stable
INV-006020,Monitoração de Terraplenos e Estruturas de Contenção,Target_6020,critical
INV-006021,Monitoração de Sinalização Horizontal - Zebrados,Target_6021,improving
INV-006022,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6022,degrading
INV-006023,Monitoração de Drenagem Profunda,Target_6023,stable
INV-006024,Monitoração de Terraplenos e Estruturas de Contenção,Target_6024,critical
INV-006025,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6025,critical
INV-006026,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6026,stable
INV-006027,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6027,improving
INV-006028,Monitoração de Drenagem Profunda,Target_6028,improving
INV-006029,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6029,stable
INV-006030,Monitoração de Sinalização Vertical,Target_6030,degrading
INV-006031,Monitoração de Sinalização Vertical,Target_6031,degrading
INV-006032,Monitoração de Drenagem Profunda,Target_6032,degrading
INV-006033,Monitoração de Drenagem Profunda,Target_6033,stable
INV-006034,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6034,degrading
INV-006035,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6035,degrading
INV-006036,Monitoração de Drenagem Profunda,Target_6036,degrading
INV-006037,Monitoração de Sinalização Horizontal - Zebrados,Target_6037,critical
INV-006038,Monitoração de Sinalização Horizontal - Zebrados,Target_6038,stable
INV-006039,Monitoração de Drenagem Profunda,Target_6039,stable
INV-006040,Monitoração de Terraplenos e Estruturas de Contenção,Target_6040,degrading
INV-006041,Monitoração de Drenagem Profunda,Target_6041,improving
INV-006042,Monitoração de Terraplenos e Estruturas de Contenção,Target_6042,improving
INV-006043,Monitoração de Sinalização Horizontal - Zebrados,Target_6043,critical
INV-006044,Monitoração de Sinalização Horizontal - Zebrados,Target_6044,degrading
INV-006045,Monitoração de Sinalização Vertical,Target_6045,critical
INV-006046,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6046,degrading
INV-006047,Monitoração de Sinalização Horizontal - Zebrados,Target_6047,degrading
INV-006048,Monitoração de Sinalização Horizontal - Zebrados,Target_6048,degrading
INV-006049,Monitoração de OAE,Target_6049,degrading
INV-006050,Monitoração de Sinalização Vertical,Target_6050,improving
INV-006051,Monitoração de Sinalização Vertical,Target_6051,stable
INV-006052,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6052,degrading
INV-006053,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6053,stable
INV-006054,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6054,critical
INV-006055,Monitoração de Terraplenos e Estruturas de Contenção,Target_6055,degrading
INV-006056,Monitoração de Drenagem Profunda,Target_6056,improving
INV-006057,Monitoração de Terraplenos e Estruturas de Contenção,Target_6057,critical
INV-006058,Monitoração de OAE,Target_6058,improving
INV-006059,Monitoração de Terraplenos e Estruturas de Contenção,Target_6059,improving
INV-006060,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6060,improving
INV-006061,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6061,stable
INV-006062,Monitoração de Sinalização Horizontal - Zebrados,Target_6062,stable
INV-006063,Monitoração de Terraplenos e Estruturas de Contenção,Target_6063,improving
INV-006064,Monitoração de Sinalização Horizontal - Zebrados,Target_6064,stable
INV-006065,Monitoração de Sinalização Horizontal - Zebrados,Target_6065,critical
INV-006066,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6066,stable
INV-006067,Monitoração de Sinalização Vertical,Target_6067,degrading
INV-006068,Monitoração de Sinalização Vertical,Target_6068,critical
INV-006069,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6069,stable
INV-006070,Monitoração de Sinalização Vertical,Target_6070,critical
INV-006071,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6071,degrading
INV-006072,Monitoração de Drenagem Profunda,Target_6072,degrading
INV-006073,Monitoração de Drenagem Profunda,Target_6073,stable
INV-006074,Monitoração de Terraplenos e Estruturas de Contenção,Target_6074,stable
INV-006075,Monitoração de Sinalização Vertical,Target_6075,improving
INV-006076,Monitoração de OAE,Target_6076,degrading
INV-006077,Monitoração de Drenagem Profunda,Target_6077,stable
INV-006078,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6078,critical
INV-006079,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6079,stable
INV-006080,Monitoração de Terraplenos e Estruturas de Contenção,Target_6080,stable
INV-006081,Monitoração de Sinalização Vertical,Target_6081,critical
INV-006082,Monitoração de Terraplenos e Estruturas de Contenção,Target_6082,critical
INV-006083,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6083,critical
INV-006084,Monitoração de Sinalização Horizontal - Zebrados,Target_6084,critical
INV-006085,Monitoração de Sinalização Horizontal - Zebrados,Target_6085,degrading
INV-006086,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6086,stable
INV-006087,Monitoração de Sinalização Vertical,Target_6087,improving
INV-006088,Monitoração de Drenagem Profunda,Target_6088,critical
INV-006089,Monitoração de Drenagem Profunda,Target_6089,critical
INV-006090,Monitoração de OAE,Target_6090,improving
INV-006091,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6091,degrading
INV-006092,Monitoração de OAE,Target_6092,improving
INV-006093,Monitoração de Terraplenos e Estruturas de Contenção,Target_6093,improving
INV-006094,Monitoração de Sinalização Vertical,Target_6094,stable
INV-006095,Monitoração de Sinalização Vertical,Target_6095,critical
INV-006096,Monitoração de Sinalização Vertical,Target_6096,critical
INV-006097,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6097,degrading
INV-006098,Monitoração de Drenagem Profunda,Target_6098,degrading
INV-006099,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6099,degrading
INV-006100,Monitoração de Sinalização Horizontal - Zebrados,Target_6100,degrading
INV-006101,Monitoração de OAE,Target_6101,degrading
INV-006102,Monitoração de OAE,Target_6102,degrading
INV-006103,Monitoração de Drenagem Profunda,Target_6103,stable
INV-006104,Monitoração de Terraplenos e Estruturas de Contenção,Target_6104,stable
INV-006105,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6105,critical
INV-006106,Monitoração de OAE,Target_6106,improving
INV-006107,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6107,stable
INV-006108,Monitoração de Terraplenos e Estruturas de Contenção,Target_6108,degrading
INV-006109,Monitoração de Terraplenos e Estruturas de Contenção,Target_6109,degrading
INV-006110,Monitoração de OAE,Target_6110,improving
INV-006111,Monitoração de Sinalização Vertical,Target_6111,degrading
INV-006112,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6112,improving
INV-006113,Monitoração de Drenagem Profunda,Target_6113,improving
INV-006114,Monitoração de Terraplenos e Estruturas de Contenção,Target_6114,critical
INV-006115,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6115,improving
INV-006116,Monitoração de Drenagem Profunda,Target_6116,degrading
INV-006117,Monitoração de Sinalização Vertical,Target_6117,improving
INV-006118,Monitoração de Terraplenos e Estruturas de Contenção,Target_6118,critical
INV-006119,Monitoração de Sinalização Vertical,Target_6119,improving
INV-006120,Monitoração de Sinalização Horizontal - Zebrados,Target_6120,degrading
INV-006121,Monitoração de Drenagem Profunda,Target_6121,stable
INV-006122,Monitoração de Terraplenos e Estruturas de Contenção,Target_6122,critical
INV-006123,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6123,stable
INV-006124,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6124,degrading
INV-006125,Monitoração de Sinalização Vertical,Target_6125,degrading
INV-006126,Monitoração de Sinalização Horizontal - Zebrados,Target_6126,stable
INV-006127,Monitoração de Sinalização Horizontal - Zebrados,Target_6127,degrading
INV-006128,Monitoração de OAE,Target_6128,stable
INV-006129,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6129,degrading
INV-006130,Monitoração de Drenagem Profunda,Target_6130,degrading
INV-006131,Monitoração de Sinalização Horizontal - Zebrados,Target_6131,critical
INV-006132,Monitoração de Sinalização Vertical,Target_6132,improving
INV-006133,Monitoração de Drenagem Profunda,Target_6133,stable
INV-006134,Monitoração de Sinalização Horizontal - Zebrados,Target_6134,critical
INV-006135,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6135,critical
INV-006136,Monitoração de Terraplenos e Estruturas de Contenção,Target_6136,improving
INV-006137,Monitoração de Sinalização Horizontal - Zebrados,Target_6137,degrading
INV-006138,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6138,critical
INV-006139,Monitoração de Sinalização Horizontal - Zebrados,Target_6139,critical
INV-006140,Monitoração de Terraplenos e Estruturas de Contenção,Target_6140,degrading
INV-006141,Monitoração de OAE,Target_6141,critical
INV-006142,Monitoração de Sinalização Vertical,Target_6142,improving
INV-006143,Monitoração de Sinalização Horizontal - Zebrados,Target_6143,critical
INV-006144,Monitoração de OAE,Target_6144,stable
INV-006145,Monitoração de Sinalização Vertical,Target_6145,improving
INV-006146,Monitoração de Terraplenos e Estruturas de Contenção,Target_6146,improving
INV-006147,Monitoração de OAE,Target_6147,improving
INV-006148,Monitoração de Drenagem Profunda,Target_6148,degrading
INV-006149,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6149,improving
INV-006150,Monitoração de Sinalização Vertical,Target_6150,improving
INV-006151,Monitoração de Sinalização Horizontal - Zebrados,Target_6151,critical
INV-006152,Monitoração de Sinalização Horizontal - Zebrados,Target_6152,critical
INV-006153,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6153,stable
INV-006154,Monitoração de Sinalização Horizontal - Zebrados,Target_6154,improving
INV-006155,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6155,improving
INV-006156,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6156,stable
INV-006157,Monitoração de Sinalização Horizontal - Zebrados,Target_6157,improving
INV-006158,Monitoração de Sinalização Vertical,Target_6158,critical
INV-006159,Monitoração de Terraplenos e Estruturas de Contenção,Target_6159,stable
INV-006160,Monitoração de OAE,Target_6160,degrading
INV-006161,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6161,stable
INV-006162,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6162,degrading
INV-006163,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6163,critical
INV-006164,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6164,stable
INV-006165,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6165,stable
INV-006166,Monitoração de Terraplenos e Estruturas de Contenção,Target_6166,improving
INV-006167,Monitoração de OAE,Target_6167,degrading
INV-006168,Monitoração de OAE,Target_6168,improving
INV-006169,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6169,improving
INV-006170,Monitoração de Sinalização Horizontal - Zebrados,Target_6170,critical
INV-006171,Monitoração de Sinalização Vertical,Target_6171,critical
INV-006172,Monitoração de Sinalização Vertical,Target_6172,stable
INV-006173,Monitoração de Sinalização Horizontal - Zebrados,Target_6173,degrading
INV-006174,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6174,critical
INV-006175,Monitoração de Terraplenos e Estruturas de Contenção,Target_6175,degrading
INV-006176,Monitoração de Sinalização Vertical,Target_6176,degrading
INV-006177,Monitoração de Sinalização Horizontal - Zebrados,Target_6177,degrading
INV-006178,Monitoração de Terraplenos e Estruturas de Contenção,Target_6178,stable
INV-006179,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6179,degrading
INV-006180,Monitoração de Sinalização Vertical,Target_6180,improving
INV-006181,Monitoração de Sinalização Vertical,Target_6181,degrading
INV-006182,Monitoração de Sinalização Horizontal - Zebrados,Target_6182,stable
INV-006183,Monitoração de Sinalização Vertical,Target_6183,improving
INV-006184,Monitoração de OAE,Target_6184,degrading
INV-006185,Monitoração de OAE,Target_6185,degrading
INV-006186,Monitoração de OAE,Target_6186,improving
INV-006187,Monitoração de Sinalização Horizontal - Zebrados,Target_6187,degrading
INV-006188,Monitoração de Sinalização Vertical,Target_6188,stable
INV-006189,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6189,degrading
INV-006190,Monitoração de Sinalização Vertical,Target_6190,degrading
INV-006191,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6191,degrading
INV-006192,Monitoração de Sinalização Vertical,Target_6192,critical
INV-006193,Monitoração de OAE,Target_6193,degrading
INV-006194,Monitoração de Sinalização Vertical,Target_6194,improving
INV-006195,Monitoração de Sinalização Vertical,Target_6195,stable
INV-006196,Monitoração de OAE,Target_6196,critical
INV-006197,Monitoração de Sinalização Horizontal - Zebrados,Target_6197,improving
INV-006198,Monitoração de Sinalização Horizontal - Zebrados,Target_6198,critical
INV-006199,Monitoração de Sinalização Vertical,Target_6199,critical
INV-006200,Monitoração de Sinalização Vertical,Target_6200,critical
INV-002045,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6201,critical
INV-006202,Monitoração de Sinalização Vertical,Target_6202,improving
INV-006203,Monitoração de Drenagem Profunda,Target_6203,degrading
INV-006204,Monitoração de Terraplenos e Estruturas de Contenção,Target_6204,improving
INV-006205,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6205,stable
INV-006206,Monitoração de Sinalização Horizontal - Zebrados,Target_6206,stable
INV-006207,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6207,improving
INV-006208,Monitoração de Sinalização Horizontal - Zebrados,Target_6208,improving
INV-006209,Monitoração de Sinalização Horizontal - Zebrados,Target_6209,degrading
INV-006210,Monitoração de Sinalização Vertical,Target_6210,stable
INV-006211,Monitoração de Sinalização Vertical,Target_6211,stable
INV-006212,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6212,critical
INV-006213,Monitoração de Sinalização Vertical,Target_6213,degrading
INV-006214,Monitoração de Sinalização Vertical,Target_6214,degrading
INV-006215,Monitoração de Terraplenos e Estruturas de Contenção,Target_6215,critical
INV-007573,Monitoração de Sinalização Horizontal - Zebrados,Target_6216,degrading
INV-006217,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6217,degrading
INV-006218,Monitoração de Terraplenos e Estruturas de Contenção,Target_6218,critical
INV-006219,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6219,degrading
INV-006220,Monitoração de Terraplenos e Estruturas de Contenção,Target_6220,critical
INV-006221,Monitoração de Drenagem Profunda,Target_6221,critical
INV-006222,Monitoração de Sinalização Horizontal - Zebrados,Target_6222,degrading
INV-006223,Monitoração de Drenagem Profunda,Target_6223,degrading
INV-001519,Monitoração de Drenagem Profunda,Target_6224,improving
INV-006225,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6225,stable
INV-006226,Monitoração de OAE,Target_6226,degrading
INV-001654,Monitoração de Drenagem Profunda,Target_6227,improving
INV-006228,Monitoração de Sinalização Vertical,Target_6228,degrading
INV-006229,Monitoração de Drenagem Profunda,Target_6229,critical
INV-006230,Monitoração de OAE,Target_6230,
INV-006231,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6231,degrading
INV-006232,Monitoração de Terraplenos e Estruturas de Contenção,Target_6232,degrading
INV-006233,Monitoração de Terraplenos e Estruturas de Contenção,Target_6233,critical
INV-006234,Monitoração de OAE,Target_6234,degrading
INV-006235,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6235,improving
INV-006236,Monitoração de Sinalização Vertical,Target_6236,improving
INV-006237,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6237,stable
INV-006238,Monitoração de OAE,Target_6238,stable
INV-006239,Monitoração de Terraplenos e Estruturas de Contenção,Target_6239,improving
INV-006240,Monitoração de Drenagem Profunda,Target_6240,stable
INV-006241,Monitoração de Sinalização Vertical,Target_6241,critical
INV-006242,Monitoração de Terraplenos e Estruturas de Contenção,Target_6242,degrading
INV-006243,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6243,critical
INV-006244,Monitoração de OAE,Target_6244,improving
INV-006245,Monitoração de Terraplenos e Estruturas de Contenção,Target_6245,stable
INV-006246,Monitoração de Sinalização Horizontal - Zebrados,Target_6246,critical
INV-006247,Monitoração de Drenagem Profunda,Target_6247,degrading
INV-006248,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6248,stable
INV-006249,Monitoração de Terraplenos e Estruturas de Contenção,Target_6249,improving
INV-006250,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6250,improving
INV-006251,Monitoração de Drenagem Profunda,Target_6251,stable
INV-006252,Monitoração de Sinalização Horizontal - Zebrados,Target_6252,critical
INV-006253,Monitoração de Terraplenos e Estruturas de Contenção,Target_6253,improving
INV-006254,Monitoração de Sinalização Vertical,Target_6254,stable
INV-006255,Monitoração de Sinalização Vertical,Target_6255,critical
INV-006256,Monitoração de Sinalização Horizontal - Zebrados,Target_6256,critical
INV-006257,Monitoração de Terraplenos e Estruturas de Contenção,Target_6257,degrading
INV-006258,Monitoração de OAE,Target_6258,critical
INV-006259,Monitoração de Sinalização Vertical,Target_6259,improving
INV-006260,Monitoração de Sinalização Vertical,Target_6260,degrading
INV-006261,Monitoração de Sinalização Horizontal - Zebrados,Target_6261,stable
INV-006262,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6262,stable
INV-006263,Monitoração de OAE,Target_6263,improving
INV-006264,Monitoração de Sinalização Horizontal - Zebrados,Target_6264,degrading
INV-006265,Monitoração de Terraplenos e Estruturas de Contenção,Target_6265,critical
INV-006266,Monitoração de Terraplenos e Estruturas de Contenção,Target_6266,critical
INV-006267,Monitoração de Terraplenos e Estruturas de Contenção,Target_6267,critical
INV-006268,,Target_6268,stable
INV-006269,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6269,stable
INV-006270,Monitoração de Sinalização Vertical,Target_6270,improving
INV-006271,Monitoração de Sinalização Vertical,Target_6271,improving
INV-006272,Monitoração de Drenagem Profunda,Target_6272,improving
INV-006273,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6273,improving
INV-006274,INVALID_TYPE,Target_6274,critical
INV-006275,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6275,improving
INV-006276,Monitoração de Terraplenos e Estruturas de Contenção,Target_6276,improving
INV-006277,Monitoração de Sinalização Vertical,Target_6277,stable
INV-006278,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6278,stable
INV-006279,Monitoração de Sinalização Horizontal - Zebrados,Target_6279,stable
INV-006280,Monitoração de Drenagem Profunda,Target_6280,critical
INV-006281,Monitoração de Drenagem Profunda,Target_6281,degrading
INV-006282,Monitoração de Sinalização Vertical,Target_6282,critical
INV-006283,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6283,degrading
INV-006284,Monitoração de OAE,Target_6284,critical
INV-006285,Monitoração de Sinalização Horizontal - Zebrados,Target_6285,improving
INV-006286,Monitoração de Terraplenos e Estruturas de Contenção,Target_6286,stable
INV-006287,Monitoração de Terraplenos e Estruturas de Contenção,Target_6287,critical
INV-006288,Monitoração de Terraplenos e Estruturas de Contenção,Target_6288,critical
INV-006289,Monitoração de Terraplenos e Estruturas de Contenção,Target_6289,critical
INV-006290,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6290,stable
INV-006291,Monitoração de Terraplenos e Estruturas de Contenção,Target_6291,stable
INV-006292,Monitoração de OAE,Target_6292,stable
INV-006293,Monitoração de Sinalização Vertical,Target_6293,stable
INV-006294,Monitoração de Sinalização Vertical,Target_6294,stable
INV-006295,Monitoração de Sinalização Vertical,Target_6295,degrading
INV-006296,Monitoração de Sinalização Vertical,Target_6296,improving
INV-006297,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6297,critical
INV-006298,Monitoração de Terraplenos e Estruturas de Contenção,Target_6298,critical
INV-006299,Monitoração de Sinalização Horizontal - Zebrados,Target_6299,stable
INV-006300,Monitoração de Sinalização Horizontal - Zebrados,Target_6300,improving
INV-006301,Monitoração de Sinalização Vertical,Target_6301,critical
INV-006302,Monitoração de Sinalização Horizontal - Zebrados,Target_6302,critical
INV-006303,Monitoração de OAE,Target_6303,stable
INV-006304,Monitoração de Terraplenos e Estruturas de Contenção,Target_6304,critical
INV-006305,Monitoração de Sinalização Vertical,Target_6305,critical
INV-006306,Monitoração de OAE,Target_6306,stable
INV-006307,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6307,degrading
INV-006308,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6308,degrading
INV-006309,Monitoração de OAE,Target_6309,stable
INV-006310,Monitoração de Sinalização Vertical,Target_6310,improving
INV-006311,Monitoração de Drenagem Profunda,Target_6311,stable
INV-006312,Monitoração de OAE,Target_6312,improving
INV-006313,Monitoração de OAE,Target_6313,critical
INV-006314,Monitoração de Sinalização Vertical,Target_6314,stable
INV-006315,Monitoração de Sinalização Horizontal - Zebrados,Target_6315,critical
INV-006316,Monitoração de Drenagem Profunda,Target_6316,improving
INV-006317,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6317,improving
INV-006318,Monitoração de Drenagem Profunda,Target_6318,improving
INV-006319,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6319,improving
INV-006320,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6320,degrading
INV-006321,Monitoração de Sinalização Horizontal - Zebrados,Target_6321,improving
INV-006322,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6322,critical
INV-006323,Monitoração de OAE,Target_6323,stable
INV-006324,Monitoração de OAE,Target_6324,improving
INV-006325,Monitoração de Sinalização Horizontal - Zebrados,Target_6325,critical
INV-006326,Monitoração de Terraplenos e Estruturas de Contenção,Target_6326,improving
INV-006327,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6327,degrading
INV-006328,Monitoração de Drenagem Profunda,Target_6328,degrading
INV-006329,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6329,improving
INV-006330,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6330,critical
INV-006331,Monitoração de Sinalização Vertical,Target_6331,improving
INV-006332,Monitoração de OAE,Target_6332,degrading
INV-006333,Monitoração de Drenagem Profunda,Target_6333,critical
INV-006334,Monitoração de OAE,Target_6334,stable
INV-006335,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6335,improving
INV-006336,Monitoração de Sinalização Horizontal - Zebrados,Target_6336,improving
INV-006337,Monitoração de Drenagem Profunda,Target_6337,degrading
INV-006338,Monitoração de Terraplenos e Estruturas de Contenção,Target_6338,improving
INV-006339,Monitoração de Sinalização Vertical,Target_6339,improving
INV-006340,Monitoração de Sinalização Horizontal - Zebrados,Target_6340,stable
INV-006341,Monitoração de Terraplenos e Estruturas de Contenção,Target_6341,stable
INV-006342,Monitoração de Sinalização Vertical,Target_6342,critical
INV-006343,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6343,improving
INV-006344,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6344,critical
INV-006345,Monitoração de Terraplenos e Estruturas de Contenção,Target_6345,degrading
INV-006346,Monitoração de Sinalização Horizontal - Zebrados,Target_6346,critical
INV-006347,Monitoração de Sinalização Horizontal - Zebrados,Target_6347,degrading
INV-006348,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6348,improving
INV-006349,Monitoração de Drenagem Profunda,Target_6349,critical
INV-006350,Monitoração de Terraplenos e Estruturas de Contenção,Target_6350,improving
INV-006351,Monitoração de Sinalização Vertical,Target_6351,improving
INV-006352,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6352,critical
INV-006353,Monitoração de Sinalização Horizontal - Zebrados,Target_6353,improving
INV-006354,Monitoração de OAE,Target_6354,degrading
INV-006355,Monitoração de OAE,Target_6355,degrading
INV-006356,Monitoração de Sinalização Horizontal - Zebrados,Target_6356,improving
INV-006357,Monitoração de Drenagem Profunda,Target_6357,stable
INV-006358,Monitoração de Terraplenos e Estruturas de Contenção,Target_6358,stable
INV-006359,Monitoração de Sinalização Horizontal - Zebrados,Target_6359,degrading
INV-006360,Monitoração de OAE,Target_6360,improving
INV-006361,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6361,improving
INV-006362,Monitoração de Sinalização Horizontal - Zebrados,Target_6362,degrading
INV-006363,Monitoração de Sinalização Horizontal - Zebrados,Target_6363,critical
INV-006364,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6364,stable
INV-006365,Monitoração de Drenagem Profunda,Target_6365,degrading
INV-006366,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6366,stable
INV-006367,Monitoração de OAE,Target_6367,stable
INV-006368,Monitoração de OAE,Target_6368,critical
INV-006369,Monitoração de Sinalização Vertical,Target_6369,improving
INV-006370,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6370,degrading
INV-006371,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6371,improving
INV-006372,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6372,improving
INV-006373,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6373,critical
INV-006374,Monitoração de OAE,Target_6374,degrading
INV-006375,Monitoração de Terraplenos e Estruturas de Contenção,Target_6375,critical
INV-006376,Monitoração de Sinalização Horizontal - Zebrados,Target_6376,stable
INV-006377,Monitoração de Sinalização Horizontal - Zebrados,Target_6377,improving
INV-006378,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6378,stable
INV-006379,Monitoração de Sinalização Horizontal - Zebrados,Target_6379,improving
INV-006380,Monitoração de Terraplenos e Estruturas de Contenção,Target_6380,degrading
INV-006381,Monitoração de Terraplenos e Estruturas de Contenção,Target_6381,critical
INV-006382,Monitoração de Sinalização Vertical,Target_6382,stable
INV-006383,Monitoração de Drenagem Profunda,Target_6383,degrading
INV-006384,Monitoração de Drenagem Profunda,Target_6384,degrading
INV-006385,Monitoração de Sinalização Vertical,Target_6385,improving
INV-006386,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_6386,stable
INV-006387,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_6387,critical
INV-006388,Monitoração de OAE,Target_6388,degrading
INV-006389,Monitoração de Sinalização Vertical,Target_6389,degrading
